IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
41382.70556,53165.91,,41360.70556,18.42,,38785.70556,5.71,,40856.99861,1.7566
41383.70556,53928.92,,41361.70556,18.35,,38786.70556,5.75,,40857.99861,1.76
41386.70556,54297.73,,41365.70556,18.03,,38789.70556,5.8,,40858.99861,1.742
41387.70556,54884.75,,41366.70556,17.7,,38790.70556,5.85,,40860.99861,1.7399
41388.70556,54984.23,,41367.70556,18,,38791.70556,5.97,,40861.99861,1.7595
41389.70556,54963.32,,41368.70556,17.71,,38792.70556,5.95,,40862.99861,1.7693
41390.70556,54252.04,,41369.70556,17.8,,38793.70556,5.97,,40863.99861,1.7703
41393.70556,54887.25,,41372.70556,17.37,,38796.70556,6.04,,40864.99861,1.7645
41394.70556,55910.37,,41373.70556,18.15,,38797.70556,5.97,,40865.99861,1.7778
41396.70556,55321.93,,41374.70556,18.42,,38798.70556,5.99,,40866.99861,1.7778
41397.70556,55488.08,,41375.70556,17.99,,38799.70556,5.99,,40868.99861,1.8042
41400.70556,55429.88,,41376.70556,17.96,,38800.70556,6.09,,40869.99861,1.8117
41401.70556,56274.66,,41379.70556,17.23,,38803.70556,6.24,,40870.99861,1.8593
41402.70556,55804.8,,41380.70556,17.7,,38804.70556,6.28,,40871.99861,1.8755
41403.70556,55447.56,,41381.70556,17.17,,38805.70556,6.43,,40872.99861,1.8803
41404.70556,55107.8,,41382.70556,17.82,,38806.70556,6.62,,40873.99861,1.8741
41407.70556,54447.77,,41383.70556,18.39,,38807.70556,6.6,,40874.99861,1.8803
41408.70556,54666.82,,41386.70556,18.79,,38810.70556,6.63,,40875.99861,1.8547
41409.70556,54936.41,,41387.70556,19.12,,38811.70556,6.56,,40876.99861,1.8415
41410.70556,54772.62,,41388.70556,19.44,,38812.70556,6.59,,40877.99861,1.808
41411.70556,55164.27,,41389.70556,19.17,,38813.70556,6.63,,40878.99861,1.799
41414.70556,55700.77,,41390.70556,19.56,,38814.70556,6.58,,40879.99861,1.7935
41415.70556,56265.32,,41393.70556,20.42,,38817.70556,6.53,,40880.99861,1.7759
41416.70556,56429.27,,41394.70556,20.09,,38818.70556,6.41,,40881.99861,1.7952
41417.70556,56349.91,,41396.70556,20.25,,38819.70556,6.42,,40882.99861,1.7796
41418.70556,56406.21,,41397.70556,19.97,,38820.70556,6.43,,40883.99861,1.791
41421.70556,56395.94,,41400.70556,20.33,,38824.70556,6.5,,40884.99861,1.7987
41422.70556,56036.26,,41401.70556,20.62,,38825.70556,6.67,,40885.99861,1.817
41423.70556,54634.69,,41402.70556,20.29,,38826.70556,6.63,,40886.99861,1.8049
41425.70556,53506.08,,41403.70556,20.3,,38827.70556,6.59,,40887.99861,1.8015
41428.70556,53944.36,,41404.70556,19.96,,38831.70556,6.79,,40889.99861,1.8092
41429.70556,54017.9,,41407.70556,19.49,,38832.70556,6.8,,40890.99861,1.8577
41430.70556,52798.63,,41408.70556,19.55,,38833.70556,6.93,,40891.99861,1.8763
41431.70556,52884.83,,41409.70556,19.57,,38834.70556,6.63,,40892.99861,1.8588
41432.70556,51618.63,,41410.70556,19.75,,38835.70556,6.69,,40893.99861,1.8559
41435.70556,51316.65,,41411.70556,19.89,,38839.70556,7,,40895.99861,1.853
41436.70556,49769.93,,41414.70556,20.2,,38840.70556,6.97,,40896.99861,1.8665
41437.70556,49180.58,,41415.70556,20.25,,38841.70556,7.1,,40897.99861,1.8418
41438.70556,50414.89,,41416.70556,19.92,,38842.70556,7.2,,40898.99861,1.8553
41439.70556,49332.34,,41417.70556,19.86,,38845.70556,7.32,,40899.99861,1.851
41442.70556,49088.65,,41418.70556,20.09,,38846.70556,29.28,,40900.99861,1.858
41443.70556,49464.94,,41421.70556,19.93,,38847.70556,30,,40901.99861,1.8575
41444.70556,47893.06,,41422.70556,20.04,,38848.70556,29.77,,40904.99861,1.86
41445.70556,48214.43,,41423.70556,19.85,,38849.70556,29.3,,40905.99861,1.8767
41446.70556,47056.04,,41425.70556,20.06,,38852.70556,29,,40906.99861,1.8652
41449.70556,45965.05,,41428.70556,20.29,,38853.70556,28,,40907.99861,1.8627
41450.70556,46893.04,,41429.70556,20.07,,38854.70556,27.18,,40908.99861,1.8623
41451.70556,47171.98,,41430.70556,19.42,,38860.70556,26,,40910.99861,1.8701
41452.70556,47609.46,,41431.70556,19.46,,38861.70556,25.83,,40911.99861,1.8345
41453.70556,47457.13,,41432.70556,18.84,,38862.70556,26.25,,40912.99861,1.8184
41456.70556,47229.59,,41435.70556,18.88,,38863.70556,27.25,,40913.99861,1.843
41457.70556,45228.95,,41436.70556,18.53,,38867.70556,27.5,,40914.99861,1.85
41458.70556,45044.03,,41437.70556,18.12,,38868.70556,26.76,,40915.99861,1.8476
41459.70556,45763.16,,41438.70556,18.8,,38869.70556,26.35,,40917.99861,1.841
41460.70556,45210.49,,41439.70556,18.35,,38870.70556,26.55,,40918.99861,1.799
41463.70556,45075.5,,41442.70556,18.09,,38873.70556,26.93,,40919.99861,1.8035
41465.70556,45483.43,,41443.70556,17.83,,38874.70556,26.1,,40920.99861,1.7809
41466.70556,46626.26,,41444.70556,17.2,,38875.70556,25.25,,40921.99861,1.7888
41467.70556,45533.24,,41445.70556,16.89,,38876.70556,24.03,,40922.99861,1.7908
41470.70556,46738.9,,41446.70556,16.41,,38877.70556,24.18,,40924.99861,1.7793
41471.70556,46869.29,,41449.70556,15.91,,38880.70556,24.45,,40925.99861,1.7795
41472.70556,47407.31,,41450.70556,16.1,,38881.70556,23.6,,40926.99861,1.7683
41473.70556,47656.92,,41451.70556,16.15,,38882.70556,22.75,,40927.99861,1.7555
41474.70556,47400.23,,41452.70556,16.38,,38884.70556,23.51,,40928.99861,1.763
41477.70556,48574.09,,41453.70556,16.17,,38887.70556,24.4,,40929.99861,1.7601
41478.70556,48819.52,,41456.70556,16.12,,38888.70556,23.75,,40931.99861,1.752
41479.70556,48374.23,,41457.70556,15.39,,38889.70556,23.5,,40932.99861,1.7584
41480.70556,49066.75,,41458.70556,15.9,,38890.70556,24.86,,40933.99861,1.76
41481.70556,49422.05,,41459.70556,15.96,,38891.70556,24.66,,40934.99861,1.7381
41484.70556,49212.33,,41460.70556,15.15,,38895.70556,24.75,,40935.99861,1.7372
41485.70556,48561.78,,41463.70556,15,,38896.70556,24.31,,40936.99861,1.738
41486.70556,48234.49,,41465.70556,15.25,,38897.70556,24.68,,40938.99861,1.7463
41487.70556,49140.78,,41466.70556,15.76,,38898.70556,25.7,,40939.99861,1.7448
41488.70556,48474.04,,41467.70556,15.43,,38901.70556,26.14,,40940.99861,1.7317
41491.70556,48436.44,,41470.70556,15.5,,38902.70556,26.8,,40941.99861,1.7181
41492.70556,47421.85,,41471.70556,15.75,,38903.70556,26.7,,40942.99861,1.7153
41493.70556,47446.71,,41472.70556,16.06,,38904.70556,25.81,,40943.99861,1.7152
41494.70556,48928.82,,41473.70556,16.1,,38905.70556,25.68,,40944.99861,1.7153
41495.70556,49874.9,,41474.70556,15.98,,38908.70556,25.63,,40945.99861,1.7237
41498.70556,50299.49,,41477.70556,16.3,,38909.70556,25.56,,40946.99861,1.7234
41499.70556,50600.55,,41478.70556,16.41,,38910.70556,25.58,,40947.99861,1.7188
41500.70556,50895.92,,41479.70556,16.39,,38911.70556,25.19,,40948.99861,1.7155
41501.70556,50908.34,,41480.70556,16.84,,38912.70556,24.73,,40949.99861,1.7206
41502.70556,51538.78,,41481.70556,16.95,,38916.70556,23.93,,40950.99861,1.7158
41505.70556,51574.09,,41484.70556,16.68,,38917.70556,23.83,,40951.99861,1.7188
41506.70556,50507.02,,41485.70556,16.46,,38919.70556,24.33,,40952.99861,1.7152
41507.70556,50405.2,,41486.70556,16.29,,38922.70556,23.78,,40953.99861,1.7161
41508.70556,51397.66,,41487.70556,16.94,,38926.70556,25.06,,40954.99861,1.7278
41509.70556,52197.06,,41488.70556,16.81,,38929.70556,25.75,,40955.99861,1.7155
41512.70556,51429.48,,41491.70556,16.65,,38930.70556,25.28,,40956.99861,1.7139
41513.70556,50091.55,,41492.70556,16.28,,38931.70556,25.2,,40957.99861,1.7115
41514.70556,49866.92,,41493.70556,16.25,,38932.70556,25.5,,40958.99861,1.7093
41515.70556,49921.88,,41494.70556,16.65,,38933.70556,25.9,,40959.99861,1.7169
41516.70556,50008.38,,41495.70556,17.08,,38936.70556,26.3,,40960.99861,1.7145
41519.70556,51835.15,,41498.70556,16.6,,38937.70556,25.85,,40961.99861,1.7051
41520.70556,51625.5,,41499.70556,16.37,,38938.70556,25.6,,40962.99861,1.7129
41521.70556,51716.16,,41500.70556,16.95,,38939.70556,25,,40963.99861,1.7076
41522.70556,52351.86,,41501.70556,17.83,,38943.70556,24.2,,40964.99861,1.7066
41523.70556,53749.42,,41502.70556,17.78,,38944.70556,23.78,,40966.99861,1.706
41526.70556,54251.85,,41505.70556,17.83,,38945.70556,23.35,,40967.99861,1.6976
41527.70556,53979.03,,41506.70556,17.13,,38946.70556,23.97,,40968.99861,1.7166
41528.70556,53570.46,,41507.70556,17.34,,38947.70556,24.39,,40969.99861,1.7135
41529.70556,53307.09,,41508.70556,18.26,,38950.70556,24.18,,40970.99861,1.7286
41530.70556,53797.51,,41509.70556,18.55,,38951.70556,23.69,,40971.99861,1.7282
41533.70556,53821.63,,41512.70556,18.19,,38952.70556,23.2,,40972.99861,1.7293
41534.70556,54271.25,,41513.70556,17.45,,38953.70556,22.49,,40973.99861,1.7378
41535.70556,55702.9,,41514.70556,17.16,,38954.70556,22.53,,40974.99861,1.7589
41536.70556,55095.69,,41515.70556,16.9,,38957.70556,22.67,,40975.99861,1.7678
41537.70556,54110.03,,41516.70556,16.99,,38958.70556,23.05,,40976.99861,1.7611
41540.70556,54602.38,,41519.70556,16.9,,38959.70556,22.93,,40977.99861,1.7891
41541.70556,54431.05,,41520.70556,16.78,,38960.70556,23.08,,40978.99861,1.7891
41542.70556,54261.11,,41521.70556,16.85,,38961.70556,23,,40979.99861,1.7891
41543.70556,53782.97,,41522.70556,17.54,,38964.70556,23.9,,40980.99861,1.7987
41544.70556,53738.92,,41523.70556,17.76,,38965.70556,24.12,,40981.99861,1.7916
41547.70556,52338.19,,41526.70556,18.17,,38966.70556,24.15,,40982.99861,1.8034
41548.70556,53179.46,,41527.70556,18.34,,38968.70556,23.65,,40983.99861,1.7991
41549.70556,53100.18,,41528.70556,18.25,,38971.70556,22.75,,40984.99861,1.7938
41550.70556,52489.86,,41529.70556,17.85,,38972.70556,22.4,,40985.99861,1.798
41551.70556,52848.97,,41530.70556,18.13,,38974.70556,22.55,,40986.99861,1.7975
41554.70556,52417.1,,41533.70556,18.45,,38975.70556,22.5,,40987.99861,1.8207
41555.70556,52312.44,,41534.70556,18.53,,38978.70556,22.6,,40988.99861,1.8141
41556.70556,52547.71,,41535.70556,18.9,,38979.70556,22.35,,40989.99861,1.8192
41557.70556,52996.64,,41536.70556,19.16,,38981.70556,21.95,,40990.99861,1.8184
41558.70556,53149.62,,41537.70556,18.94,,38982.70556,22.4,,40991.99861,1.8091
41561.70556,54170.6,,41540.70556,19.15,,38986.70556,21.86,,40992.99861,1.7982
41562.70556,54980.64,,41541.70556,18.77,,38987.70556,22.73,,40993.99861,1.8092
41563.70556,55973.03,,41542.70556,18.8,,38988.70556,23,,40994.99861,1.8165
41564.70556,55358.13,,41543.70556,18.59,,38989.70556,23.03,,40995.99861,1.8212
41565.70556,55378.46,,41544.70556,18.48,,38993.70556,22.75,,40996.99861,1.8248
41568.70556,56077.43,,41547.70556,18.36,,38994.70556,23.53,,40997.99861,1.8224
41569.70556,56460.38,,41548.70556,18.66,,38995.70556,24.03,,40998.99861,1.8254
41570.70556,55440.03,,41549.70556,18.78,,38996.70556,24.05,,40999.99861,1.8241
41571.70556,54877.15,,41550.70556,18.54,,38999.70556,24.36,,41000.99861,1.8244
41572.70556,54154.15,,41551.70556,18.67,,39000.70556,25,,41001.99861,1.8323
41575.70556,55073.37,,41554.70556,18.62,,39001.70556,25.15,,41002.99861,1.8272
41576.70556,54538.8,,41555.70556,18.31,,39003.70556,25.38,,41003.99861,1.8282
41577.70556,54172.82,,41556.70556,18.07,,39006.70556,25.55,,41004.99861,1.823
41578.70556,54256.2,,41557.70556,18.15,,39007.70556,25.6,,41005.99861,1.8243
41579.70556,54013.24,,41558.70556,18.1,,39008.70556,25.61,,41006.99861,1.8195
41582.70556,54436.92,,41561.70556,18.27,,39009.70556,26.1,,41007.99861,1.8179
41583.70556,53831.85,,41562.70556,18.42,,39010.70556,25.62,,41008.99861,1.8184
41584.70556,53384.6,,41563.70556,18.35,,39013.70556,26,,41009.99861,1.8326
41585.70556,52740.79,,41564.70556,18.21,,39014.70556,27.1,,41010.99861,1.8344
41586.70556,52248.86,,41565.70556,17.94,,39015.70556,27.5,,41011.99861,1.8268
41589.70556,52623.87,,41568.70556,18.88,,39017.70556,27.25,,41012.99861,1.8373
41590.70556,51804.33,,41569.70556,18.55,,39020.70556,26.85,,41013.99861,1.8375
41591.70556,52230.29,,41570.70556,18.33,,39021.70556,27.1,,41014.99861,1.8375
41592.70556,53451.6,,41571.70556,18.24,,39022.70556,27.85,,41015.99861,1.8458
41596.70556,54307.04,,41572.70556,18.49,,39024.70556,28.2,,41016.99861,1.8571
41597.70556,53032.91,,41575.70556,19.89,,39028.70556,28.68,,41017.99861,1.8776
41599.70556,52688.02,,41576.70556,19.7,,39029.70556,28.8,,41018.99861,1.8801
41600.70556,52800.74,,41577.70556,19.95,,39030.70556,29.45,,41019.99861,1.8718
41603.70556,52263.51,,41578.70556,20.29,,39031.70556,29.05,,41020.99861,1.8716
41604.70556,51446.91,,41579.70556,19.86,,39035.70556,28.48,,41021.99861,1.8704
41605.70556,51861.21,,41582.70556,20.22,,39037.70556,28.15,,41022.99861,1.88
41606.70556,51846.83,,41583.70556,20.25,,39038.70556,28.5,,41023.99861,1.8797
41607.70556,52482.49,,41584.70556,20.41,,39043.70556,29.27,,41024.99861,1.8781
41610.70556,51244.87,,41585.70556,20,,39045.70556,29.45,,41025.99861,1.8834
41611.70556,50348.89,,41586.70556,19.64,,39049.70556,29.25,,41026.99861,1.8852
41612.70556,50215.79,,41589.70556,20.09,,39050.70556,30,,41027.99861,1.8851
41613.70556,50787.63,,41590.70556,19.55,,39051.70556,29.82,,41028.99861,1.885
41614.70556,50944.27,,41591.70556,19.94,,39052.70556,29.75,,41029.99861,1.9081
41617.70556,51165.38,,41592.70556,20.45,,39055.70556,30.63,,41030.99861,1.9061
41618.70556,50993.02,,41596.70556,21.44,,39056.70556,31.78,,41031.99861,1.9218
41619.70556,50067.99,,41597.70556,21.11,,39057.70556,31.67,,41032.99861,1.9092
41620.70556,50121.61,,41599.70556,20.9,,39058.70556,31.35,,41033.99861,1.9246
41621.70556,50051.18,,41600.70556,20.67,,39059.70556,31.1,,41034.99861,1.8966
41624.70556,50279.61,,41603.70556,20.36,,39062.70556,31.55,,41035.99861,1.8962
41625.70556,50090.35,,41604.70556,19.08,,39063.70556,31,,41036.99861,1.9174
41626.70556,50563.43,,41605.70556,18.97,,39064.70556,31.15,,41037.99861,1.9384
41627.70556,51633.43,,41606.70556,18.66,,39066.70556,32,,41038.99861,1.9696
41628.70556,51185.74,,41607.70556,19.12,,39069.70556,31.43,,41039.99861,1.9538
41631.70556,51356.1,,41610.70556,17.36,,39071.70556,31.7,,41040.99861,1.9638
41634.70556,51221.01,,41611.70556,17.51,,39072.70556,31.5,,41041.99861,1.9638
41635.70556,51266.56,,41612.70556,17.46,,39073.70556,31.35,,41042.99861,1.961
41638.70556,51507.16,,41613.70556,17.63,,39078.70556,32.5,,41043.99861,1.9938
41641.70556,50341.25,,41614.70556,17.23,,39079.70556,31.85,,41044.99861,2
41642.70556,50981.09,,41617.70556,17.45,,39084.70556,32.74,,41045.99861,2
41645.70556,50973.62,,41618.70556,17.3,,39085.70556,31.05,,41046.99861,2.008
41646.70556,50430.02,,41619.70556,16.78,,39086.70556,30.71,,41047.99861,2.0227
41647.70556,50576.64,,41620.70556,16.86,,39087.70556,29.4,,41048.99861,2.0226
41648.70556,49321.68,,41621.70556,17.22,,39090.70556,30.55,,41050.99861,2.036
41649.70556,49696.45,,41624.70556,17.34,,39091.70556,29.59,,41051.99861,2.0899
41652.70556,49426.9,,41625.70556,16.8,,39093.70556,30.78,,41052.99861,2.027
41653.70556,49703.1,,41626.70556,16.84,,39094.70556,31.71,,41053.99861,2.0277
41654.70556,50105.37,,41627.70556,17.25,,39098.70556,31.4,,41054.99861,1.9823
41655.70556,49696.28,,41628.70556,16.91,,39101.70556,32.1,,41056.99861,1.9823
41656.70556,49181.86,,41631.70556,17.06,,39104.70556,32.82,,41057.99861,1.9819
41659.70556,48708.41,,41634.70556,16.92,,39108.70556,35.2,,41058.99861,1.9921
41660.70556,48542.07,,41635.70556,16.93,,39112.70556,34.67,,41059.99861,2.0155
41661.70556,49299.66,,41638.70556,17.08,,39115.70556,35.67,,41060.99861,2.0241
41662.70556,48320.64,,41641.70556,16.75,,39118.70556,35.32,,41061.99861,2.0382
41663.70556,47787.38,,41642.70556,16.5,,39122.70556,35.05,,41062.99861,2.0382
41666.70556,47701.05,,41645.70556,16.62,,39127.70556,36.68,,41063.99861,2.0379
41667.70556,47840.93,,41646.70556,16.16,,39128.70556,37.88,,41064.99861,2.0507
41668.70556,47556.78,,41647.70556,16.19,,39129.70556,37.65,,41065.99861,2.029
41669.70556,47244.26,,41648.70556,15.7,,39134.70556,38.5,,41066.99861,2.0328
41670.70556,47638.99,,41649.70556,15.97,,39135.70556,38.58,,41067.99861,2.0336
41673.70556,46147.52,,41652.70556,15.77,,39140.70556,38.35,,41068.99861,2.0221
41674.70556,46964.22,,41653.70556,15.7,,39142.70556,35.75,,41069.99861,2.003
41675.70556,46624.39,,41654.70556,16.04,,39143.70556,34.73,,41070.99861,2.0031
41676.70556,47738.09,,41655.70556,15.59,,39147.70556,36.38,,41071.99861,2.0633
41677.70556,48073.6,,41656.70556,15.51,,39150.70556,36.35,,41072.99861,2.0679
41680.70556,47710.82,,41659.70556,15.18,,39154.70556,35.85,,41073.99861,2.0685
41681.70556,48462.79,,41660.70556,15.34,,39155.70556,36.65,,41074.99861,2.0573
41682.70556,48216.89,,41661.70556,15.84,,39156.70556,37.3,,41075.99861,2.0485
41683.70556,47812.83,,41662.70556,15.47,,39157.70556,36.95,,41076.99861,2.0432
41684.70556,48201.11,,41663.70556,15.1,,39160.70556,37.95,,41077.99861,2.0432
41687.70556,47576.33,,41666.70556,15.11,,39161.70556,37.75,,41078.99861,2.061
41688.70556,46599.76,,41667.70556,15.05,,39162.70556,38.15,,41079.99861,2.0277
41689.70556,47150.83,,41668.70556,14.8,,39163.70556,37.93,,41080.99861,2.0255
41690.70556,47288.61,,41669.70556,14.7,,39164.70556,38,,41081.99861,2.0623
41691.70556,47380.24,,41670.70556,14.7,,39167.70556,38.42,,41082.99861,2.0655
41694.70556,47393.5,,41673.70556,13.85,,39168.70556,37.95,,41083.99861,2.0654
41695.70556,46715.91,,41674.70556,14.09,,39169.70556,37.06,,41084.99861,2.0651
41696.70556,46599.21,,41675.70556,13.83,,39170.70556,37.65,,41085.99861,2.0605
41697.70556,47606.75,,41676.70556,14.21,,39171.70556,38.03,,41086.99861,2.0745
41698.70556,47094.4,,41677.70556,14.45,,39174.70556,38.1,,41087.99861,2.0739
41703.70556,46589,,41680.70556,14.61,,39175.70556,39.45,,41088.99861,2.0768
41704.70556,47093.13,,41681.70556,14.96,,39176.70556,40.2,,41089.99861,2.0065
41705.70556,46244.07,,41682.70556,14.96,,39177.70556,40.45,,41090.99861,2.0065
41708.70556,45533.2,,41683.70556,14.61,,39181.70556,40.45,,41091.99861,2.0096
41709.70556,45697.62,,41684.70556,14.58,,39182.70556,40.75,,41092.99861,1.9831
41710.70556,45861.81,,41687.70556,14.43,,39183.70556,41,,41093.99861,2.0085
41711.70556,45443.83,,41688.70556,14.11,,39184.70556,41.5,,41094.99861,2.0265
41712.70556,44965.66,,41689.70556,14.2,,39185.70556,41.5,,41095.99861,2.0183
41715.70556,45117.8,,41690.70556,14.16,,39188.70556,42.67,,41096.99861,2.0265
41716.70556,46150.96,,41691.70556,14.15,,39190.70556,42.3,,41097.99861,2.0137
41717.70556,46567.23,,41694.70556,14.5,,39191.70556,41.85,,41099.99861,2.0311
41718.70556,47278.48,,41695.70556,14.18,,39195.70556,42.72,,41100.99861,2.033
41719.70556,47380.94,,41696.70556,13.7,,39196.70556,42.58,,41101.99861,2.0326
41722.70556,47993.42,,41697.70556,14.04,,39197.70556,43,,41102.99861,2.0368
41723.70556,48180.14,,41698.70556,13.59,,39198.70556,41.95,,41103.99861,2.0363
41724.70556,47965.61,,41703.70556,13.29,,39199.70556,41.75,,41104.99861,2.035
41725.70556,49646.79,,41704.70556,13.43,,39202.70556,42,,41105.99861,2.0351
41726.70556,49768.06,,41705.70556,13.32,,39205.70556,42.35,,41106.99861,2.0338
41729.70556,50414.92,,41708.70556,13.01,,39206.70556,43.4,,41107.99861,2.0216
41730.70556,50270.37,,41709.70556,13.11,,39211.70556,43.49,,41108.99861,2.0213
41731.70556,51701.05,,41710.70556,13.32,,39212.70556,44.23,,41109.99861,2.0111
41732.70556,51408.21,,41711.70556,13.03,,39213.70556,44.76,,41110.99861,2.0222
41733.70556,51081.78,,41712.70556,12.78,,39216.70556,43.92,,41111.99861,2.005
41736.70556,52155.28,,41715.70556,12.57,,39217.70556,44.44,,41112.99861,2.0232
41737.70556,51629.07,,41716.70556,12.97,,39218.70556,44.38,,41113.99861,2.0373
41738.70556,51185.4,,41717.70556,13.34,,39219.70556,43.85,,41114.99861,2.045
41739.70556,51127.48,,41718.70556,13.99,,39220.70556,44.23,,41115.99861,2.0328
41740.70556,51867.29,,41719.70556,14.02,,39223.70556,43.95,,41116.99861,2.0201
41743.70556,51596.55,,41722.70556,14.42,,39224.70556,43.45,,41117.99861,2.0221
41744.70556,50454.35,,41723.70556,14.48,,39225.70556,42.9,,41118.99861,2.0221
41745.70556,51200.56,,41724.70556,14.4,,39226.70556,41.51,,41119.99861,2.0192
41746.70556,52111.85,,41725.70556,15.57,,39227.70556,42.4,,41120.99861,2.0402
41751.70556,51976.86,,41726.70556,15.66,,39230.70556,42.9,,41121.99861,2.053
41752.70556,51569.69,,41729.70556,15.78,,39231.70556,42.25,,41122.99861,2.0431
41753.70556,51817.45,,41730.70556,15.81,,39232.70556,43.3,,41123.99861,2.0483
41754.70556,51399.35,,41731.70556,15.56,,39233.70556,43.6,,41124.99861,2.0262
41757.70556,51383.68,,41732.70556,15.4,,39234.70556,44.51,,41125.99861,2.0262
41758.70556,51838.61,,41733.70556,15.44,,39237.70556,45.11,,41126.99861,2.0262
41759.70556,51626.69,,41736.70556,16.46,,39238.70556,45.15,,41127.99861,2.0301
41761.70556,52980.31,,41737.70556,15.99,,39240.70556,44.05,,41128.99861,2.0272
41764.70556,53446.17,,41738.70556,15.85,,39241.70556,43.48,,41129.99861,2.0205
41765.70556,53779.74,,41739.70556,15.68,,39245.70556,43.65,,41130.99861,2.0162
41766.70556,54052.74,,41740.70556,16.19,,39246.70556,43.5,,41131.99861,2.0107
41767.70556,53422.37,,41743.70556,15.93,,39247.70556,44.27,,41132.99861,2.0107
41768.70556,53100.34,,41744.70556,15.32,,39251.70556,45.35,,41133.99861,2.0141
41771.70556,54052.9,,41745.70556,15.78,,39252.70556,43.95,,41134.99861,2.0176
41772.70556,53907.46,,41746.70556,16.38,,39253.70556,43.38,,41135.99861,2.0255
41773.70556,54412.54,,41751.70556,15.96,,39254.70556,44.09,,41136.99861,2.0232
41774.70556,53855.54,,41752.70556,16.04,,39255.70556,43.9,,41137.99861,2.016
41775.70556,53975.76,,41753.70556,16.13,,39258.70556,43.5,,41138.99861,2.0135
41778.70556,53353.1,,41754.70556,16.03,,39259.70556,42.6,,41139.99861,2.0124
41779.70556,52366.19,,41757.70556,16.56,,39260.70556,43.35,,41140.99861,2.0126
41780.70556,52203.37,,41758.70556,16.69,,39262.70556,43.09,,41141.99861,2.0155
41781.70556,52806.22,,41759.70556,16.56,,39265.70556,44.25,,41143.99861,2.0158
41782.70556,52626.41,,41761.70556,17.7,,39266.70556,44.4,,41144.99861,2.0229
41785.70556,52932.91,,41764.70556,17.57,,39267.70556,44.95,,41145.99861,2.0068
41786.70556,52172.36,,41765.70556,18.24,,39268.70556,45.42,,41146.99861,2.0231
41787.70556,52639.75,,41766.70556,18.58,,39269.70556,45.9,,41147.99861,2.0231
41788.70556,52239.34,,41767.70556,17.88,,39273.70556,45.43,,41148.99861,2.0311
41789.70556,51239.34,,41768.70556,17.67,,39274.70556,46.75,,41149.99861,2.0409
41792.70556,51605.83,,41771.70556,18.03,,39275.70556,48.88,,41150.99861,2.0468
41793.70556,52032.38,,41772.70556,17.96,,39276.70556,48.4,,41151.99861,2.044
41794.70556,51832.98,,41773.70556,18.29,,39279.70556,47.7,,41152.99861,2.0276
41795.70556,51558.79,,41774.70556,18.03,,39280.70556,47.44,,41153.99861,2.0268
41796.70556,53128.66,,41775.70556,18.01,,39281.70556,47.6,,41154.99861,2.0277
41799.70556,54273.16,,41778.70556,17.94,,39282.70556,48.11,,41155.99861,2.0285
41800.70556,54604.34,,41779.70556,17.3,,39283.70556,47.63,,41156.99861,2.0365
41801.70556,55102.44,,41780.70556,17.46,,39286.70556,48.68,,41157.99861,2.0348
41803.70556,54806.64,,41781.70556,17.68,,39287.70556,47.35,,41158.99861,2.0249
41806.70556,54629.55,,41782.70556,17.7,,39288.70556,46.75,,41159.99861,2.0253
41807.70556,54299.95,,41785.70556,17.86,,39289.70556,45.5,,41160.99861,2.0253
41808.70556,55202.54,,41786.70556,17.49,,39290.70556,44.5,,41161.99861,2.0253
41810.70556,54638.19,,41787.70556,17.7,,39293.70556,46,,41162.99861,2.0194
41813.70556,54210.05,,41788.70556,17.3,,39294.70556,46.5,,41163.99861,2.0118
41814.70556,54280.78,,41789.70556,16.69,,39295.70556,46.3,,41164.99861,2.0239
41815.70556,53425.74,,41792.70556,16.55,,39296.70556,45.85,,41165.99861,2.0182
41816.70556,53506.75,,41793.70556,16.9,,39297.70556,44.15,,41166.99861,2.0091
41817.70556,53157.3,,41794.70556,16.6,,39300.70556,43.9,,41167.99861,2.0075
41820.70556,53168.22,,41795.70556,16.32,,39301.70556,45.3,,41168.99861,2.0093
41821.70556,53171.49,,41796.70556,17.68,,39302.70556,46.11,,41169.99861,2.0302
41822.70556,53028.78,,41799.70556,18.07,,39303.70556,44.95,,41170.99861,2.0199
41823.70556,53874.58,,41800.70556,18.67,,39304.70556,43.5,,41171.99861,2.0215
41824.70556,54055.9,,41801.70556,18.88,,39307.70556,43.51,,41172.99861,2.0182
41827.70556,53801.83,,41803.70556,18.99,,39308.70556,41.95,,41173.99861,2.0186
41828.70556,53634.69,,41806.70556,18.74,,39309.70556,40.3,,41174.99861,2.0178
41830.70556,54592.75,,41807.70556,18.32,,39311.70556,40.5,,41175.99861,2.0188
41831.70556,54785.93,,41808.70556,19,,39314.70556,40.95,,41176.99861,2.0234
41834.70556,55743.98,,41810.70556,18.7,,39315.70556,41.75,,41177.99861,2.0282
41835.70556,55973.61,,41813.70556,18.3,,39316.70556,44.28,,41178.99861,2.0332
41836.70556,55717.36,,41814.70556,17.64,,39317.70556,44.6,,41179.99861,2.0269
41837.70556,55637.51,,41815.70556,17.29,,39318.70556,46.25,,41180.99861,2.0226
41838.70556,57012.9,,41816.70556,17.32,,39321.70556,47.18,,41181.99861,2.0226
41841.70556,57633.92,,41817.70556,17.2,,39322.70556,45.25,,41182.99861,2.0226
