IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
39479.70556,61079,,39451.70556,40.7,,37021.70556,1.07,,39252.99861,1.8982
39484.70556,58968,,39454.70556,39.51,,37022.70556,1.04,,39253.99861,1.914
39485.70556,58965,,39456.70556,42.46,,37025.70556,1.07,,39254.99861,1.917
39486.70556,59075,,39457.70556,42.05,,37026.70556,1.06,,39255.99861,1.92
39489.70556,60643,,39458.70556,40.78,,37027.70556,1.05,,39258.99861,1.9333
39490.70556,61805,,39461.70556,40.55,,37028.70556,1.05,,39259.99861,1.9405
39491.70556,62590,,39462.70556,38.76,,37029.70556,1.05,,39260.99861,1.9475
39492.70556,61818,,39463.70556,37.3,,37032.70556,1.05,,39261.99861,1.9209
39493.70556,61271,,39464.70556,35.42,,37033.70556,1.06,,39262.99861,1.9276
39496.70556,62801,,39465.70556,35.9,,37034.70556,1.06,,39265.99861,1.9125
39497.70556,62296,,39468.70556,33.24,,37035.70556,1.08,,39266.99861,1.9101
39498.70556,63747,,39469.70556,36.48,,37036.70556,1.07,,39267.99861,1.9042
39500.70556,64608,,39470.70556,35.85,,37039.70556,1.08,,39268.99861,1.9103
39503.70556,65000,,39471.70556,38.37,,37040.70556,1.08,,39269.99861,1.8978
39504.70556,65182,,39475.70556,40.44,,37042.70556,1.08,,39272.99861,1.895
39505.70556,65494,,39476.70556,40.4,,37043.70556,1.08,,39273.99861,1.8879
39506.70556,65555,,39477.70556,41.32,,37046.70556,1.08,,39274.99861,1.886
39507.70556,63489,,39478.70556,40.2,,37047.70556,1.1,,39275.99861,1.873
39510.70556,64490,,39479.70556,40.85,,37048.70556,1.11,,39276.99861,1.8689
39511.70556,63655,,39484.70556,39.4,,37049.70556,1.1,,39279.99861,1.8659
39512.70556,64629,,39485.70556,40.63,,37050.70556,1.1,,39280.99861,1.8609
39513.70556,62974,,39486.70556,40.9,,37053.70556,1.1,,39281.99861,1.8542
39514.70556,61867,,39489.70556,41.59,,37054.70556,1.1,,39282.99861,1.851
39517.70556,59999,,39490.70556,41.67,,37055.70556,1.12,,39283.99861,1.8588
39518.70556,62367,,39491.70556,42.28,,37057.70556,1.1,,39286.99861,1.8385
39519.70556,62176,,39492.70556,41.77,,37060.70556,1.07,,39287.99861,1.8459
39520.70556,62279,,39493.70556,41.4,,37061.70556,1.06,,39288.99861,1.8658
39524.70556,60011,,39496.70556,42.48,,37062.70556,1.06,,39289.99861,1.8928
39526.70556,58827,,39497.70556,42.65,,37063.70556,1.06,,39290.99861,1.9135
39527.70556,58987,,39498.70556,42.75,,37064.70556,1.09,,39293.99861,1.8836
39531.70556,59812,,39499.70556,42.01,,37067.70556,1.07,,39294.99861,1.8655
39532.70556,61234,,39500.70556,42.15,,37068.70556,1.06,,39295.99861,1.8779
39533.70556,61415,,39503.70556,42.13,,37069.70556,1.06,,39296.99861,1.8659
39534.70556,60761,,39504.70556,42.2,,37070.70556,1.05,,39297.99861,1.875
39535.70556,60452,,39505.70556,42.85,,37071.70556,1.1,,39300.99861,1.8959
39538.70556,60968,,39506.70556,43.08,,37074.70556,1.13,,39301.99861,1.9033
39539.70556,62774,,39507.70556,40.73,,37075.70556,1.07,,39302.99861,1.8823
39540.70556,63364,,39510.70556,40.45,,37077.70556,1.1,,39303.99861,1.9114
39541.70556,64175,,39511.70556,39.33,,37078.70556,1.12,,39304.99861,1.938
39546.70556,64539,,39512.70556,40.3,,37082.70556,1.13,,39307.99861,1.9347
39547.70556,63476,,39513.70556,39.51,,37083.70556,1.1,,39308.99861,1.9724
39549.70556,62585,,39514.70556,39.08,,37084.70556,1.1,,39309.99861,1.9929
39552.70556,62153,,39517.70556,38.35,,37085.70556,1.08,,39310.99861,2.1025
39554.70556,64151,,39518.70556,39.85,,37088.70556,1.07,,39311.99861,2.0285
39555.70556,64552,,39519.70556,39.66,,37089.70556,1.06,,39314.99861,2.033
39556.70556,64922,,39520.70556,39.14,,37090.70556,1.06,,39315.99861,2.0253
39560.70556,65412,,39524.70556,36.92,,37091.70556,1.05,,39316.99861,2.0101
39562.70556,64576,,39526.70556,34.7,,37092.70556,1.07,,39317.99861,1.996
39563.70556,65187,,39527.70556,34.7,,37095.70556,1.09,,39318.99861,1.9719
39566.70556,65677,,39531.70556,35,,37096.70556,1.06,,39321.99861,1.952
39567.70556,63825,,39532.70556,36.85,,37097.70556,1.09,,39322.99861,1.9834
39568.70556,67868,,39533.70556,37.45,,37098.70556,1.09,,39323.99861,1.9711
39573.70556,70174,,39534.70556,36.56,,37099.70556,1.09,,39324.99861,1.9631
39574.70556,70195,,39535.70556,36.31,,37102.70556,1.07,,39325.99861,1.9632
39575.70556,69017,,39538.70556,36.99,,37103.70556,1.1,,39328.99861,1.9511
39576.70556,69722,,39539.70556,37.88,,37104.70556,1.08,,39329.99861,1.9435
39577.70556,69645,,39540.70556,38.89,,37105.70556,1.08,,39330.99861,1.9654
39581.70556,70415,,39541.70556,39.35,,37106.70556,1.09,,39331.99861,1.9468
39582.70556,70026,,39546.70556,39.99,,37109.70556,1.09,,39332.99861,1.9585
39584.70556,72766,,39547.70556,40.02,,37110.70556,1.08,,39336.99861,1.9245
39587.70556,73438,,39549.70556,39.28,,37111.70556,1.09,,39337.99861,1.904
39589.70556,72294,,39552.70556,41.49,,37112.70556,1.08,,39338.99861,1.8955
39591.70556,71451,,39554.70556,41.7,,37113.70556,1.1,,39339.99861,1.89
39595.70556,70992,,39555.70556,42.55,,37116.70556,1.09,,39342.99861,1.9085
39597.70556,73153,,39556.70556,42.65,,37117.70556,1.1,,39343.99861,1.8975
39601.70556,72592,,39560.70556,43.1,,37118.70556,1.1,,39344.99861,1.8665
39602.70556,71897,,39562.70556,41.6,,37119.70556,1.08,,39345.99861,1.8528
39603.70556,70011,,39563.70556,42.15,,37120.70556,1.08,,39346.99861,1.857
39604.70556,68673,,39566.70556,42.59,,37123.70556,1.08,,39349.99861,1.8643
39605.70556,71209,,39567.70556,40.9,,37124.70556,1.07,,39350.99861,1.8621
39608.70556,69281,,39568.70556,42.2,,37125.70556,1.07,,39351.99861,1.8495
39610.70556,66794,,39573.70556,43.85,,37126.70556,1.07,,39352.99861,1.8365
39612.70556,67203,,39574.70556,45,,37127.70556,1.07,,39353.99861,1.834
39615.70556,67284,,39575.70556,44.85,,37130.70556,1.07,,39356.99861,1.816
39616.70556,68437,,39576.70556,45,,37131.70556,1.07,,39357.99861,1.819
39617.70556,67090,,39577.70556,45.67,,37132.70556,1.07,,39358.99861,1.819
39618.70556,66590,,39581.70556,45.75,,37133.70556,1.07,,39359.99861,1.8251
39619.70556,64613,,39582.70556,46.3,,37134.70556,1.07,,39360.99861,1.805
39622.70556,64640,,39584.70556,48.15,,37137.70556,1.05,,39363.99861,1.8125
39623.70556,64167,,39587.70556,50,,37138.70556,1.06,,39364.99861,1.7975
39624.70556,65853,,39589.70556,52.51,,37139.70556,1.09,,39365.99861,1.7984
39625.70556,63946,,39591.70556,50.56,,37140.70556,1.07,,39366.99861,1.787
39626.70556,64321,,39595.70556,49.9,,37144.70556,1.09,,39367.99861,1.7993
39629.70556,65017,,39597.70556,50.99,,37145.70556,1.05,,39370.99861,1.8051
39630.70556,63396,,39601.70556,49,,37146.70556,1.03,,39371.99861,1.8194
39631.70556,61106,,39602.70556,49.79,,37147.70556,0.99,,39372.99861,1.8045
39632.70556,59273,,39603.70556,47.45,,37148.70556,0.98,,39373.99861,1.8005
39633.70556,59365,,39604.70556,45.28,,37151.70556,1.04,,39374.99861,1.7905
39637.70556,59535,,39605.70556,47.56,,37152.70556,1.07,,39377.99861,1.8165
39640.70556,60252,,39608.70556,47.48,,37153.70556,1.07,,39378.99861,1.7935
39644.70556,60720,,39610.70556,45.4,,37154.70556,1.08,,39379.99861,1.799
39645.70556,61015,,39612.70556,45.9,,37155.70556,1.07,,39380.99861,1.788
39647.70556,59988,,39615.70556,45.8,,37159.70556,1.08,,39381.99861,1.7721
39650.70556,60771,,39616.70556,46.25,,37160.70556,1.08,,39384.99861,1.7495
39651.70556,59647,,39617.70556,45.4,,37161.70556,1.08,,39385.99861,1.747
39652.70556,59420,,39618.70556,43.9,,37162.70556,1.05,,39386.99861,1.7362
39653.70556,57434,,39619.70556,43.13,,37165.70556,1.06,,39387.99861,1.7395
39657.70556,56869,,39622.70556,43.89,,37166.70556,1.08,,39388.99861,1.7475
39658.70556,58042,,39623.70556,43.77,,37167.70556,1.07,,39391.99861,1.752
39659.70556,59997,,39624.70556,44.95,,37168.70556,1.06,,39392.99861,1.7268
39660.70556,59505,,39625.70556,44.9,,37169.70556,1.08,,39393.99861,1.7269
39661.70556,57630,,39626.70556,45.3,,37173.70556,1.07,,39394.99861,1.7338
39664.70556,55609,,39629.70556,46.21,,37174.70556,1.08,,39395.99861,1.7473
39665.70556,56470,,39630.70556,46.09,,37175.70556,1.08,,39398.99861,1.7735
39666.70556,57542,,39631.70556,43.98,,37179.70556,1.09,,39399.99861,1.7665
39668.70556,56584,,39632.70556,42.55,,37180.70556,1.09,,39400.99861,1.7311
39671.70556,54720,,39633.70556,43.2,,37181.70556,1.11,,39401.99861,1.7418
39673.70556,54573,,39637.70556,40.61,,37182.70556,1.13,,39402.99861,1.7415
39674.70556,55138,,39640.70556,40.6,,37183.70556,1.11,,39405.99861,1.7562
39675.70556,54244,,39645.70556,39.77,,37186.70556,1.12,,39406.99861,1.757
39678.70556,53326,,39646.70556,37.8,,37187.70556,1.11,,39407.99861,1.7816
39680.70556,55377,,39647.70556,38.2,,37188.70556,1.09,,39408.99861,1.7685
39681.70556,55934,,39650.70556,38.76,,37189.70556,1.1,,39409.99861,1.7975
39682.70556,55850,,39651.70556,37.43,,37190.70556,1.1,,39413.99861,1.8354
39685.70556,54477,,39652.70556,36.1,,37193.70556,1.08,,39414.99861,1.792
39686.70556,54358,,39653.70556,34.5,,37194.70556,1.08,,39415.99861,1.7695
39687.70556,55519,,39657.70556,34.85,,37195.70556,1.1,,39416.99861,1.7759
39688.70556,56382,,39658.70556,34.8,,37196.70556,1.1,,39419.99861,1.7805
39689.70556,55680,,39659.70556,36.5,,37200.70556,1.11,,39420.99861,1.816
39692.70556,55162,,39660.70556,35.9,,37201.70556,1.08,,39421.99861,1.788
39693.70556,54404,,39661.70556,34.51,,37202.70556,1.06,,39422.99861,1.7845
39694.70556,53527,,39664.70556,32.89,,37203.70556,1.06,,39423.99861,1.7597
39695.70556,51408,,39665.70556,32.2,,37204.70556,1.06,,39426.99861,1.7585
39696.70556,51939,,39666.70556,33.3,,37207.70556,1.04,,39427.99861,1.7565
39699.70556,50717,,39667.70556,33.86,,37208.70556,1.08,,39428.99861,1.7557
39700.70556,48435,,39668.70556,33.55,,37209.70556,1.06,,39429.99861,1.7732
39702.70556,51270,,39671.70556,32.7,,37211.70556,1.09,,39430.99861,1.794
39703.70556,52392,,39673.70556,33.75,,37214.70556,1.09,,39433.99861,1.8134
39706.70556,48416,,39674.70556,33.44,,37215.70556,1.08,,39434.99861,1.8095
39707.70556,49228,,39675.70556,32.67,,37216.70556,1.09,,39435.99861,1.7986
39708.70556,45908,,39678.70556,31.68,,37217.70556,1.06,,39436.99861,1.7981
39709.70556,48422,,39680.70556,34.21,,37218.70556,1.01,,39437.99861,1.7893
39710.70556,53055,,39681.70556,35.39,,37221.70556,1.01,,39440.99861,1.7893
39713.70556,51540,,39682.70556,35.29,,37222.70556,1.01,,39441.99861,1.7893
39714.70556,49593,,39685.70556,33.81,,37223.70556,1.01,,39443.99861,1.7635
39715.70556,49842,,39686.70556,34.19,,37224.70556,0.99,,39444.99861,1.7673
39716.70556,51828,,39687.70556,35.2,,37225.70556,1.03,,39447.99861,1.7673
39717.70556,50782,,39688.70556,35.35,,37228.70556,1.05,,39448.99861,1.7673
39720.70556,46028,,39689.70556,34.9,,37229.70556,1.06,,39449.99861,1.7645
39721.70556,49541,,39692.70556,34.21,,37230.70556,1.05,,39450.99861,1.748
39722.70556,49798,,39693.70556,33.11,,37231.70556,1.04,,39451.99861,1.7572
39723.70556,46145,,39694.70556,32.6,,37232.70556,1.02,,39454.99861,1.764
39724.70556,44517,,39695.70556,31.45,,37235.70556,1.03,,39455.99861,1.752
39727.70556,42100,,39696.70556,31.86,,37236.70556,1.03,,39456.99861,1.7687
39728.70556,40139,,39699.70556,30.26,,37237.70556,1.03,,39457.99861,1.7602
39729.70556,38593,,39700.70556,28.35,,37238.70556,1,,39458.99861,1.7456
39730.70556,37080,,39702.70556,31.4,,37239.70556,1.01,,39461.99861,1.7275
39731.70556,35609,,39703.70556,33,,37242.70556,1.03,,39462.99861,1.7467
39734.70556,40829,,39706.70556,29.8,,37243.70556,1.07,,39463.99861,1.7674
39735.70556,41569,,39707.70556,31.3,,37244.70556,1.05,,39464.99861,1.7725
39736.70556,36833,,39708.70556,29.8,,37245.70556,1.05,,39465.99861,1.7917
39737.70556,36441,,39709.70556,32.2,,37246.70556,1.1,,39468.99861,1.8262
39738.70556,36399,,39710.70556,34.98,,37251.70556,1.09,,39469.99861,1.7971
39741.70556,39441,,39713.70556,34.9,,37252.70556,1.11,,39470.99861,1.8058
39742.70556,39043,,39714.70556,33.25,,37253.70556,1.08,,39471.99861,1.7815
39743.70556,35069,,39715.70556,34.49,,37258.70556,1.06,,39472.99861,1.7803
39744.70556,33818,,39716.70556,36.05,,37259.70556,1.08,,39475.99861,1.7785
39745.70556,31481,,39717.70556,35.43,,37260.70556,1.1,,39476.99861,1.7701
39748.70556,29435,,39720.70556,32.75,,37263.70556,1.1,,39477.99861,1.7749
39749.70556,33386,,39721.70556,35.1,,37264.70556,1.1,,39478.99861,1.7525
39750.70556,34845,,39722.70556,34.9,,37265.70556,1.1,,39479.99861,1.7525
39751.70556,37448,,39723.70556,32.05,,37266.70556,1.13,,39482.99861,1.7425
39752.70556,37256,,39724.70556,31,,37267.70556,1.12,,39483.99861,1.7575
39755.70556,38249,,39727.70556,30,,37270.70556,1.07,,39484.99861,1.75
39756.70556,40254,,39728.70556,28.3,,37271.70556,1.05,,39485.99861,1.7585
39758.70556,36361,,39729.70556,26.7,,37272.70556,1.05,,39486.99861,1.7594
39759.70556,36665,,39730.70556,25.88,,37273.70556,1.06,,39489.99861,1.7589
39762.70556,36776,,39731.70556,24,,37274.70556,1.06,,39490.99861,1.7405
39763.70556,37261,,39734.70556,26.9,,37277.70556,1.04,,39491.99861,1.7438
39764.70556,34373,,39735.70556,27.3,,37278.70556,1.05,,39492.99861,1.7445
39765.70556,35993,,39736.70556,24,,37279.70556,1.08,,39493.99861,1.7475
39766.70556,35789,,39737.70556,22.2,,37280.70556,1.11,,39496.99861,1.7325
39769.70556,35717,,39738.70556,22.99,,37284.70556,1.11,,39497.99861,1.7293
39770.70556,34094,,39741.70556,25.39,,37285.70556,1.15,,39498.99861,1.731
39771.70556,33404,,39742.70556,25,,37286.70556,1.08,,39499.99861,1.7052
39773.70556,31250,,39743.70556,23.2,,37287.70556,1.07,,39500.99861,1.705
39777.70556,34812,,39744.70556,22.7,,37288.70556,1.11,,39503.99861,1.7005
39778.70556,36469,,39745.70556,20.4,,37291.70556,1.14,,39504.99861,1.6845
39779.70556,36212,,39748.70556,18.11,,37292.70556,1.16,,39505.99861,1.6635
39780.70556,36595,,39749.70556,20.05,,37293.70556,1.12,,39506.99861,1.6763
39783.70556,34740,,39750.70556,21.4,,37294.70556,1.12,,39507.99861,1.6785
39784.70556,35000,,39751.70556,22.85,,37295.70556,1.15,,39510.99861,1.674
39785.70556,35296,,39752.70556,23.31,,37300.70556,1.15,,39511.99861,1.6768
39786.70556,35127,,39755.70556,23.14,,37301.70556,1.2,,39512.99861,1.667
39787.70556,35347,,39756.70556,25.1,,37302.70556,1.2,,39513.99861,1.6629
39790.70556,38284,,39758.70556,22.9,,37305.70556,1.19,,39514.99861,1.6875
39791.70556,37968,,39759.70556,23.26,,37306.70556,1.22,,39517.99861,1.6984
39792.70556,39004,,39762.70556,23.95,,37307.70556,1.23,,39518.99861,1.7013
39793.70556,38519,,39763.70556,23.91,,37308.70556,1.27,,39519.99861,1.6822
39794.70556,39373,,39764.70556,20.62,,37309.70556,1.27,,39520.99861,1.7005
39797.70556,38320,,39765.70556,21.1,,37312.70556,1.26,,39521.99861,1.7074
39798.70556,39993,,39766.70556,20.76,,37313.70556,1.28,,39524.99861,1.7228
39799.70556,39947,,39769.70556,20.45,,37314.70556,1.29,,39525.99861,1.6952
39800.70556,39536,,39770.70556,19.25,,37316.70556,1.33,,39526.99861,1.6996
39801.70556,39131,,39771.70556,18.5,,37319.70556,1.35,,39527.99861,1.7379
39804.70556,37618,,39773.70556,16.89,,37320.70556,1.37,,39528.99861,1.7379
39805.70556,36470,,39777.70556,19.36,,37321.70556,1.34,,39531.99861,1.7379
39808.70556,36864,,39778.70556,20.52,,37322.70556,1.28,,39532.99861,1.736
39811.70556,37060,,39779.70556,19.95,,37323.70556,1.27,,39533.99861,1.7322
39812.70556,37550,,39780.70556,20.06,,37326.70556,1.24,,39534.99861,1.7268
39815.70556,40244,,39783.70556,18.4,,37327.70556,1.29,,39535.99861,1.7377
39818.70556,41518,,39784.70556,18.3,,37328.70556,1.3,,39538.99861,1.7395
39819.70556,42312,,39785.70556,19.31,,37329.70556,1.27,,39540.99861,1.7228
39820.70556,40820,,39786.70556,18.6,,37330.70556,1.27,,39541.99861,1.7193
39821.70556,41990,,39787.70556,18.16,,37333.70556,1.27,,39542.99861,1.7045
39822.70556,41582,,39790.70556,20.21,,37334.70556,1.24,,39545.99861,1.6948
39825.70556,39403,,39791.70556,20.11,,37335.70556,1.27,,39546.99861,1.6945
39827.70556,37981,,39792.70556,21.94,,37336.70556,1.31,,39547.99861,1.6876
39828.70556,39151,,39793.70556,22.33,,37337.70556,1.29,,39548.99861,1.6754
39829.70556,39341,,39794.70556,22.6,,37340.70556,1.29,,39549.99861,1.6813
39832.70556,38828,,39797.70556,22.9,,37341.70556,1.3,,39552.99861,1.68
39833.70556,37272,,39798.70556,23.8,,37342.70556,1.32,,39553.99861,1.6816
39834.70556,38542,,39799.70556,24.35,,37343.70556,1.32,,39554.99861,1.668
39835.70556,37894,,39800.70556,23.5,,37347.70556,1.31,,39555.99861,1.6593
39836.70556,38132,,39801.70556,23.35,,37348.70556,1.3,,39556.99861,1.6605
39839.70556,38509,,39804.70556,22.14,,37349.70556,1.28,,39559.99861,1.666
39840.70556,38698,,39805.70556,22,,37350.70556,1.3,,39560.99861,1.6525
39841.70556,40227,,39808.70556,22.8,,37351.70556,1.32,,39561.99861,1.6568
39842.70556,39638,,39811.70556,22.52,,37354.70556,1.32,,39562.99861,1.6675
39843.70556,39300,,39812.70556,22.84,,37355.70556,1.34,,39563.99861,1.6666
39846.70556,38666,,39815.70556,24.54,,37356.70556,1.34,,39566.99861,1.6743
39848.70556,40129,,39818.70556,25.1,,37357.70556,1.34,,39567.99861,1.703
39849.70556,41108,,39819.70556,25.45,,37358.70556,1.35,,39568.99861,1.6582
39850.70556,42755,,39820.70556,24.45,,37361.70556,1.35,,39570.99861,1.6425
39854.70556,41207,,39821.70556,25.5,,37362.70556,1.37,,39573.99861,1.6574
39855.70556,40845,,39822.70556,25.4,,37363.70556,1.39,,39574.99861,1.6584
39856.70556,40500,,39825.70556,23.75,,37364.70556,1.35,,39575.99861,1.6693
39857.70556,41673,,39827.70556,23.3,,37365.70556,1.34,,39576.99861,1.6763
39860.70556,41841,,39828.70556,24.1,,37368.70556,1.38,,39577.99861,1.6905
39861.70556,39846,,39829.70556,24.28,,37369.70556,1.39,,39580.99861,1.6855
39862.70556,39674,,39832.70556,23.83,,37370.70556,1.38,,39581.99861,1.6545
39863.70556,39730,,39833.70556,23.06,,37371.70556,1.34,,39582.99861,1.6557
39864.70556,38714,,39834.70556,24.26,,37372.70556,1.34,,39583.99861,1.6515
39869.70556,38231,,39835.70556,23.64,,37375.70556,1.34,,39584.99861,1.6395
39870.70556,38180,,39836.70556,23.59,,37376.70556,1.34,,39587.99861,1.6408
39871.70556,38183,,39839.70556,23.8,,37378.70556,1.35,,39588.99861,1.6509
39874.70556,36234,,39840.70556,23.9,,37379.70556,1.36,,39589.99861,1.646
39875.70556,36467,,39841.70556,25.2,,37382.70556,1.38,,39590.99861,1.6533
39876.70556,38402,,39842.70556,25.03,,37383.70556,1.38,,39591.99861,1.65
39878.70556,37105,,39843.70556,25.03,,37384.70556,1.41,,39594.99861,1.6596
39881.70556,36741,,39846.70556,24.69,,37385.70556,1.43,,39595.99861,1.6675
39882.70556,38794,,39848.70556,25.7,,37386.70556,1.43,,39596.99861,1.6669
39883.70556,38804,,39849.70556,26,,37389.70556,1.46,,39597.99861,1.6431
39884.70556,39151,,39850.70556,27.1,,37390.70556,1.46,,39598.99861,1.6225
39885.70556,39015,,39854.70556,27.05,,37391.70556,1.45,,39601.99861,1.629
39888.70556,38607,,39855.70556,26.9,,37392.70556,1.42,,39602.99861,1.6197
39889.70556,39510,,39856.70556,26.79,,37393.70556,1.43,,39603.99861,1.6292
39892.70556,40076,,39857.70556,27.6,,37396.70556,1.43,,39604.99861,1.6295
39895.70556,42438,,39860.70556,27.92,,37397.70556,1.45,,39605.99861,1.626
39896.70556,41475,,39861.70556,26.4,,37398.70556,1.47,,39608.99861,1.6166
39897.70556,41799,,39862.70556,25.89,,37399.70556,1.48,,39609.99861,1.6376
39898.70556,42588,,39863.70556,26.3,,37400.70556,1.48,,39610.99861,1.64
39899.70556,41907,,39864.70556,25.78,,37403.70556,1.49,,39611.99861,1.6322
39902.70556,40653,,39869.70556,26.25,,37404.70556,1.51,,39612.99861,1.6294
39904.70556,41976,,39870.70556,26.52,,37405.70556,1.56,,39615.99861,1.6224
39905.70556,43736,,39871.70556,26.4,,37407.70556,1.58,,39616.99861,1.6105
39906.70556,44390,,39874.70556,25.02,,37410.70556,1.58,,39617.99861,1.607
39909.70556,44167,,39875.70556,24.8,,37411.70556,1.62,,39618.99861,1.599
39910.70556,43824,,39876.70556,26.37,,37412.70556,1.61,,39619.99861,1.5992
39911.70556,44181,,39878.70556,25.67,,37413.70556,1.6,,39622.99861,1.6121
39912.70556,45538,,39881.70556,25.7,,37414.70556,1.6,,39623.99861,1.6005
39916.70556,45991,,39882.70556,27.07,,37417.70556,1.59,,39624.99861,1.5965
39917.70556,45418,,39883.70556,27.21,,37418.70556,1.61,,39625.99861,1.591
39918.70556,45272,,39884.70556,27.55,,37419.70556,1.63,,39626.99861,1.601
39919.70556,46024,,39885.70556,27.7,,37420.70556,1.58,,39629.99861,1.591
39920.70556,45778,,39888.70556,27.19,,37421.70556,1.58,,39631.99861,1.5963
39923.70556,44433,,39889.70556,27.98,,37424.70556,1.57,,39632.99861,1.592
39925.70556,44888,,39892.70556,29.1,,37425.70556,1.58,,39633.99861,1.602
39926.70556,45801,,39895.70556,30.86,,37426.70556,1.58,,39636.99861,1.5953
39927.70556,46771,,39896.70556,30.35,,37427.70556,1.57,,39637.99861,1.608
39930.70556,45819,,39897.70556,30.43,,37428.70556,1.55,,39638.99861,1.607
39931.70556,45821,,39898.70556,30.37,,37431.70556,1.48,,39639.99861,1.6064
39932.70556,47226,,39899.70556,29.6,,37432.70556,1.52,,39640.99861,1.6015
39937.70556,50404,,39902.70556,28.78,,37433.70556,1.52,,39643.99861,1.5878
39938.70556,50669,,39904.70556,29.4,,37434.70556,1.59,,39644.99861,1.5895
39939.70556,51499,,39905.70556,30.5,,37435.70556,1.62,,39645.99861,1.5934
